台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
80020310	80020311		2					
80020311			1	10916				
80020401	80020402		1	1022				
80020402	80020403		1	1022				
80020403	80020404		1	1005				
80020404	80020405		1	1022				
80020405	80020406		1	1005				
80020406	80020407		1	1005				
80020407	80020408		1	1022				
80020408	80020409,80020410		1	1005				
80020409	80020411		2					
80020410	80020411		2					
80020411	80020412		1	1022				
80020412	80020413,80020414		1	1022				
80020413	80020415		2					
80020414	80020415		2					
80020415	80020416		1	1022				
80020416	80020417		1	1022				
80020417	80020418		1	1022				
80020418	80020419		1	1022				
80020419	80020420		1	1005				
80020420	80020421		1	1022				
80020421	80020422		1	1022				
80020422			1	1022				
80020501	80020502		1	1022				
80020502	80020503		1	1022				
80020503	80020504		1	1005				
80020504	80020505		1	1022				
80020505	80020506		1	1022				
80020506	80020507		1	1022				
80020507			1	1022				
80020601			1	1022				
80020701	80020702		1	10916				
80020702	80020703		1	10916				
80020703	80020704		1	10916				
80020704	80020705,80020706		1	1005				
80020705	80020707		2					
80020706	80020707		2					
80020707	80020708		1	1011				
80020708	80020709		1	1176				
80020709	80020710		1	1176				
80020710	80020711		1	1011				
80020711	80020712		1	1011				
80020712	80020713,80020714		1	1005				
80020713	80020715		2					
80020714	80020715		2					
80020715	80020716		1	1011				
80020716	80020717		1	1011				
80020717	80020718		1	1005				
80020718	80020719		1	1005				
80020719	80020720		1	1005				
80020720	80020721		1	1176				
80020721	80020722		1	1176				
80020722	80020723		1	1176				
80020723	80020724		1	1176				
80020724	80020725,80020727		1	1005				
80020725	80020726		2					
80020726	80020730		1	1176				
80020727	80020728		2					
80020728	80020729		1	1176				
80020729	80020730		1	1176				
80020730	80020731		1	1005				
80020731	80020732		1	1005				
80020732	80020733		1	1005				
80020733	80020734		1	1005				
80020734	80020735		1	1011				
80020735	80020736		1	1005				
80020736	80020737		1	1005				
80020737	80020738		1	1011				
80020738			1	1011				
80030001			2					
80030002			2					
80030003			1	10916				
80030004			2					
80030005			2					
80030006			1	10916				
80030007			1	10916				
80030008			2					
80030009			1	10916				
80030010			2					
80030011			2					
80030012			1	10916				
80030013			1	10916				
80030014			1	10916				
80030015			1	1022				
80030016			1	10916				
80030017			1	1022				
80030018			1	1022				
80030019			1	10916				
80030020			1	1022				
80030021			1	1022				
80030022			2					
80030023			1	10916				
80030024			1	10916				
80030025			1	10916				
80030026			3					
80030027			2					
80030028			1	1005				
80030029			3					
80030030			2					
80030031			2					
80030032			1	1005				
80030033			3					
80030034			1	1022				
80030035			2					
80030036			2					
80030037			2					
80030038			1	1005				
80030039			2					
80030040			1	1005				
80030101	80030102		1	1005				
80030102	80030103		1	1022				
80030103	80030104		1	1022				
80030104	80030105		1	1022				
80030105	80030106		1	1022				
80030106	80030107		1	1022				
80030107	80030108		1	1022				
80030108	80030109		1	1005				
80030109	80030110		1	1022				
80030110	80030111		1	1022				
80030111	80030112	1	2					
80030112	80030113,80030114,80030126		1	1022				
80030113	80030115		2					
80030114	80030115		2					
80030115	80030116		1	1005				
80030116	80030117		1	1005				
80030117	80030118		1	1005				
80030118	80030119		1	1005				
80030119	80030120,80030121		1	1022				
80030120	80030122		2					
80030121	80030122		2					
80030122	80030123		1	1022				
80030123	80030124	1	2					
80030124	80030125		1	1005				
80030125			1	1005				
80030126	80030115		2					
80030201	80030202		1	1005				
80030202	80030203	1	2					
80030203	80030204,80030205		3					
80030204	80030206		2					
80030205	80030206		2					
80030206	80030207		1	1005				
80030207	80030208		1	1005				
80030208	80030209,80030210		3					
80030209	80030211,80030212		2					
80030210	80030211,80030212		2					
80030211	80030213		2					
80030212	80030213		2					
80030213	80030214		1	1005				
80030214	80030215		1	1005				
80030215	80030216		1	1022				
80030216	80030217		1	1022				
80030217	80030218		1	1005				
80030218	80030219		3					
80030219	80030220		3					
80030220	80030221,80030222		1	1022				
80030221	80030223	1	2					
80030222	80030223	1	2					
80030223	80030224		3					
80030224	80030225		3					
80030225	80030226		3					
80030226	80030227		3					
80030227	80030228		1	1005				
80030228	80030229		1	1005				
80030229	80030230,80030231		1	1005				
80030230	80030232		2					
80030231	80030232		2					
80030232	80030233		3					
80030233	80030234		3					
80030234	80030235		3					
80030235	80030236		3					
80030236	80030237	1	2					
80030237	80030238		3					
80030238			3					
80030301	80030302		1	1005				
80030302	80030303		1	1005				
80030303	80030304		1	1005				
80030304	80030305		1	1005				
80030305	80030306		1	1022				
80030306	80030307		1	1022				
80030307	80030308		1	1022				
80030308	80030309		1	1022				
80030309	80030310		1	1005				
80030310	80030311		1	1022				
80030311	80030312		1	1022				
80030312	80030313		1	1005				
80030313	80030314		1	1022				
80030314	80030315		1	1022				
80030315	80030316,80030317		1	1022				
80030316	80030318		2					
80030317	80030318		2					
80030318	80030319		1	1022				
80030319	80030320,80030321		1	1005				
80030320	80030322		2					
80030321	80030322		2					
80030322	80030323		1	1022				
80030323	80030324		1	1005				
80030324	80030325		1	1022				
80030325	80030326		1	1022				
80030326	80030327		1	1005				
80030327	80030328,80030329		1	1022				
80030328	80030330		2					
80030329	80030330		2					
80030330	80030331		1	1022				
80030331	80030332		1	1005				
80030332	80030333		1	1005				
80030333	80030334		1	1022				
80030334	80030335		1	1022				
80030335			1	1022				
80030401	80030402		1	1005				
80030402	80030403		1	1005				
80030403			1	1005				
80030501	80030502		1	1022				
80030502	80030503		1	1022				
80030503	80030504		1	1005				
80030504	80030505		1	1022				
80030505	80030506		1	10916				
80030506	80030507		1	10916				
80030507	80030508		1	10916				
80030508	80030509		1	10916				
80030509	80030510		1	10916				
80030510	80030511		1	1022				
80030511	80030512		1	1022				
80030512			1	1022				
80030601	80030602		1	1005				
80030602	80030603,80030605		1	1005				
80030603	80030604		2					
80030604	80030607		1	1005				
80030605	80030606		2					
80030606	80030607		1	1005				
80030607	80030608,80030609		1	1005				
80030608	80030610		2					
80030609	80030610		2					
80030610	80030611,80030612		1	1005				
80030611	80030613		2					
80030612	80030613		2					
80030613	80030614		1	1005				
80030614	80030615		1	1005				
80030615	80030616		1	1005				
80030616	80030617		1	1005				
80030617	80030618		1	1005				
80030618	80030619		1	1005				
80030619	80030620		1	1005				
80030620	80030621		1	1005				
80030621	80030622,80030623		1	1005				
80030622	80030624		2					
80030623	80030624		2					
80030624	80030625		1	1005				
80030625	80030626		1	1005				
80030626	80030627		1	1005				
80030627	80030628		1	1005				
80030628			1	1005				
101200101	101200102		1	1006				
101200102	101200103,101200105		1	1006				
101200103	101200104	1	2					
101200104	101200107		1	1006				
101200105	101200106	1	2					
101200106	101200107		1	1006				
101200107	101200108		1	1006				
101200108	101200109		1	1005				
101200109	101200110		1	1005				
101200110	101200111		1	1006				
101200111	101200112		1	1006				
101200112	101200113		1	1006				
101200113	101200114		1	1005				
101200114	101200115,101200116		1	1006				
101200115	101200117	1	2					
101200116	101200117	1	2					
101200117	101200118		1	1006				
101200118	101200119		1	1006				
101200119	101200120		1	1006				
101200120	101200121		1	1006				
101200121	101200122		1	1006				
101200122	101200123	1	2					
101200123	101200124		1	1006				
101200124	101200125		1	1006				
101200125	101200126		1	1006				
101200126	101200127		1	1005				
101200127	101200128		1	1006				
101200128	101200129		1	1006				
101200129	101200130,101200131		1	1006				
101200130	101200132	1	2					
101200131	101200132	1	2					
101200132			1	1006				
101200201	101200202		1	10386				
101200202	101200203		1	1005				
101200203	101200204,101200206		1	10386				
101200204	101200205	1	2					
101200205	101200208		1	10386				
101200206	101200207	1	2					
101200207	101200208		1	10386				
101200208	101200209		1	10386				
101200209	101200210		1	10386				
101200210	101200211		1	10386				
101200211	101200212		1	10386				
101200212	101200213		1	1005				
101200213	101200214		1	10386				
101200214	101200215		1	10386				
101200215	101200216,101200217		1	10386				
101200216	101200218	1	2					
101200217	101200218	1	2					
101200218	101200219		1	10386				
101200219	101200220		1	10386				
101200220	101200221		1	10386				
101200221	101200222	1	2					
101200222	101200223		1	10386				
101200223	101200224		1	10386				
101200224			1	10386				
101200301	101200302		1	1002				
101200302	101200303		1	1002				
101200303	101200304,101200305		1	1005				
101200304	101200306	1	2					
101200305	101200306	1	2					
101200306	101200307		1	1002				
101200307	101200308,101200309		1	1002				
101200308	101200310	1	2					
101200309	101200310	1	2					
101200310	101200311		1	1002				
101200311	101200312		1	1005				
101200312	101200313		1	1005				
101200313	101200314,101200315		1	1002				
101200314	101200316	1	2					
101200315	101200316	1	2					
101200316	101200317		1	1002				
101200317	101200318		1	1005				
101200318	101200319		1	1002				
101200319	101200320		1	1002				
101200320	101200321		1	1005				
101200321	101200322,101200323		1	1002				
101200322	101200324	1	2					
101200323	101200324	1	2					
101200324	101200325		1	1002				
101200325	101200326		1	1002				
101200326	101200327		1	1002				
101200327	101200328		1	1005				
101200328	101200329		1	1002				
101200329	101200330,101200331		1	1002				
101200330	101200332	1	2					
101200331	101200332	1	2					
101200332	101200333		1	1002				
101200333	101200334		1	1002				
101200334	101200335		1	1005				
101200335			1	1002				
101200401	101200402		1	1029				
101200402	101200403		1	1029				
101200403	101200404		1	1005				
101200404	101200405	1	2					
101200405	101200406		1	1029				
101200406	101200407		1	1029				
101200407	101200408,101200409		1	1029				
101200408	101200410	1	2					
101200409	101200410	1	2					
101200410	101200411		1	1005				
101200411	101200412		1	1029				
101200412	101200413		1	1005				
101200413	101200414		1	1029				
101200414	101200415		1	1029				
101200415	101200416		1	1005				
101200416	101200417	1	2					
101200417	101200418		1	1029				
101200418	101200419		1	1005				
101200419	101200420		1	1029				
101200420	101200421		1	1029				
101200421	101200422		1	1005				
101200422	101200423		1	1005				
101200423	101200424		1	1029				
101200424	101200425		1	1029				
101200425	101200426	1	2					
101200426	101200427		1	1029				
101200427	101200428,101200429		1	1005				
101200428	101200430	1	2					
101200429	101200430	1	2					
101200430	101200431		1	1029				
101200431	101200432		1	1005				
101200432	101200433		1	1029				
101200433	101200434		1	1005				
101200434	101200435,101200436		1	1029				
101200435	101200437	1	2					
101200436	101200437	1	2					
101200437	101200438		1	1029				
101200438	101200439		1	1005				
101200439	101200440,101200441		1	1029				
101200440	101200442	1	2					
101200441	101200442	1	2					
101200442			1	1029				
101200601	101200602		1	1006				
101200602			1	1006				
101200701	101200702	1	2					
101200702	101200703		1	1663				
101200703	101200704		1	1663				
101200704	101200705		1	1663				
101200705			1	1663				
101200801	101200802	1	1	1005				
101200802	101200803		1	1421				
101200803	101200804		1	1421				
101200804			1	1421				
101201101	101201102		1	1002				
101201102			1	1002				
101201201	101201202							
101201202	101201203							
101201203	101201204							
101201204	101201205							
101201205	101201206							
101201206	101201207							
101201207	101201208							
101201208	101201209							
101201209	101201210							
101201210	101201211							
101201211	101201212							
101201212	101201213							
101201213	101201214							
101201214	101201215							
101201215	101201216							
101201216	101201217							
101201217	101201218							
101201218	101201219							
101201219	101201220							
101201220	101201221							
101201221	101201222							
101201222	101201223							
101201223	101201224							
101201224	101201225							
101201225	101201226							
101201226	101201227							
101201227	101201228							
101201228	101201229							
101201229	101201230							
101201230	101201231							
101201231	101201232							
101201232	101201233							
101201233	101201234							
101201234	101201235							
101201235	101201236							
101201236	101201237							
101201237	101201238							
101201238	101201239							
101201239	101201240							
101201240								
101208001			1	1005				
101208101			1	1005				
101209901	101209902		1	1005				
101209902			1	1005				
101209903	101209904		1	1005				
101209904			1	1005				
101209905	101209906		1	1005				
101209906			1	1005				
101209907	101209908		1	1005				
101209908			1	1005				
101210101	101210102		1	1029				
101210102	101210103,101210104		1	1005				
101210103	101210105	1	2					
101210104	101210105	1	2					
101210105	101210106		1	1029				
101210106	101210107		1	1029				
101210107	101210108		1	1005				
101210108	101210109		1	1029				
101210109	101210110		1	1029				
101210110	101210111		1	1005				
101210111	101210112,101210113		1	1029				
101210112	101210114	1	2					
101210113	101210114	1	2					
101210114	101210115		1	1029				
101210115	101210116		1	1029				
101210116	101210117		1	1029				
101210117	101210118		1	1029				
101210118	101210119	1	2					
101210119	101210120		1	1029				
101210120	101210121		1	1029				
101210121	101210122		1	1005				
101210122	101210123		1	1005				
101210123	101210124		1	1029				
101210124	101210125		1	1029				
101210125	101210126		1	1005				
101210126	101210127		1	1005				
101210127	101210128		1	1029				
101210128	101210129		1	1029				
101210129	101210130		1	1005				
101210130	101210131		1	1029				
101210131	101210132		1	1029				
101210132	101210133	1	2					
101210133	101210134		1	1029				
101210134	101210135		1	1005				
101210135	101210136		1	1029				
101210136	101210137		1	1029				
101210137	101210138,101210139		1	1029				
101210138	101210140	1	2					
101210139	101210140	1	2					
101210140	101210141		1	1029				
101210141	101210142		1	1005				
101210142	101210143		1	1005				
101210143	101210144		1	1029				
101210144			1	1029				
101210201	101210202		1	10387				
101210202	101210203		1	1029				
101210203	101210205		1	1029				
101210204	101210205		1	10387				
101210205	101210206		1	10387				
101210206	101210207		1	1029				
101210207	101210208		1	1029				
101210208	101210209		1	1029				
101210209	101210210		1	10387				
101210210	101210211,101210212		1	10387				
