对话ID	触发方式	启用模式	[触发条件]组合	[触发条件]1类型	[触发条件]1参数1	[触发条件]1参数2	[触发条件]1参数3	[触发条件]1参数4	[触发条件]1参数5	[触发条件]2类型	[触发条件]2参数1	[触发条件]2参数2	[触发条件]2参数3	[触发条件]2参数4	[触发条件]2参数5	[触发条件]3类型	[触发条件]3参数1	[触发条件]3参数2	[触发条件]3参数3	[触发条件]3参数4	[触发条件]3参数5	[触发条件]4类型	[触发条件]4参数1	[触发条件]4参数2	[触发条件]4参数3	[触发条件]4参数4	[触发条件]4参数5	[触发条件]5类型	[触发条件]5参数1	[触发条件]5参数2	[触发条件]5参数3	[触发条件]5参数4	[触发条件]5参数5	[触发条件]6类型	[触发条件]6参数1	[触发条件]6参数2	[触发条件]6参数3	[触发条件]6参数4	[触发条件]6参数5	优先级	后续对话ID	初始台词ID	演员NpcID	专属父任务ID	额外加载标识ID	[完成执行]1类型	[完成执行]1参数1	[完成执行]1参数2	[完成执行]1参数3	[完成执行]1参数4	[完成执行]1参数5	[完成执行]2类型	[完成执行]2参数1	[完成执行]2参数2	[完成执行]2参数3	[完成执行]2参数4	[完成执行]2参数5	[完成执行]3类型	[完成执行]3参数1	[完成执行]3参数2	[完成执行]3参数3	[完成执行]3参数4	[完成执行]3参数5	[完成执行]4类型	[完成执行]4参数1	[完成执行]4参数2	[完成执行]4参数3	[完成执行]4参数4	[完成执行]4参数5	[完成执行]5类型	[完成执行]5参数1	[完成执行]5参数2	[完成执行]5参数3	[完成执行]5参数4	[完成执行]5参数5
9000102	2	1		1	9000101	2																																				900010201	1005	90001																															
41332051	2	3		1	4133207	2																																			41332053,41332055	413320511	203801,200501	41332																															
41332052		3		1	4133205	2																																			41332054	413320521	1005	41332																															
41332053		3		1	4133206	2																																			41332054	413320531	1005	41332																															
41332054		3		1	4133207	2																																			41332053,41332055	413320541	1005	41332																															
41332055		3		1	4133207	2																																				413320551	1005	41332																															
41332061	2	3		1	4133210	2																																			41332062,41332063,41332065	413320611	203601	41332																															
41332062		3		1	4133210	2																																				413320651	1005	41332																															
41332063		3		1	4133208	2																																			41332064	413320621	1005	41332																															
41332064		3		1	4133210	2																																			41332062,41332063,41332065	413320641	1005	41332																															
